operation, x, y, z, xtype, ytype, ztype, xunit, yunit, zunit
CUDA Device to Host, 2048, 28.403381, vcmsl, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 268667, vcmsl, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1428339, vcmsl, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.038000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 33.653748, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 197909, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 2112488, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1.004000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 35.391052, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 354038, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 3394940, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.041000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 33.641663, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 220941, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 2161481, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1.004000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 33.093018, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 274782, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 2558747, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.043000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 33.574951, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 216960, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 2154061, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1.004000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 32.966614, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 263501, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 2477606, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.041000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 36.526978, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 649231, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 4357435, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1.012000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 36.559814, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 468318, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 4307119, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.040000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 34.043396, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 225876, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 2285996, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1.002000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 32.702209, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 258078, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 2428093, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.039000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 33.747803, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 210472, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 2177049, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1.002000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 32.397400, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 244802, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 2441221, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.040000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 33.310242, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 217442, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 2120980, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1.004000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 32.869629, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 299741, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 2610123, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.038000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 34.099121, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 280223, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 2566066, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1.004000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 35.402771, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 361044, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 3720069, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.040000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 36.376282, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 268320, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 3189787, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1.003000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 33.253052, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 282116, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 2579629, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.039000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 34.440125, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 228174, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 2409170, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1.003000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 33.261719, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 278876, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 2814525, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.041000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 33.902100, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 208735, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 2348003, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1.013000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 33.989014, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 337731, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 3110263, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.039000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 34.422729, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 235913, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 2475556, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1.011000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 35.875000, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 343422, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 3670053, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.041000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 34.039612, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 205922, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 2289366, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1.017000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 33.046570, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 410485, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 3207851, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.041000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 34.123352, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 202046, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 2430363, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1.003000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 33.761902, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 272066, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 2774918, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.039000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 34.732483, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 244174, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 2325813, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1.009000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 33.966003, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 305209, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 3278556, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.041000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 33.537415, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 163806, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 2288226, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1.005000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 35.627625, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 315316, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 3499606, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.040000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 33.996155, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 217445, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 2354338, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1.005000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 33.271240, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 267749, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 2858517, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.041000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 33.607483, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 209853, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 2511026, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1.006000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 32.732544, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 281571, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 2957468, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.042000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 34.109009, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 257929, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 2747681, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1.004000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 33.919983, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 347304, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 3515194, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.041000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 33.712219, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 220157, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 2418984, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1.020000, ch, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 35.581726, ch, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 350056, ch, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 3800021, ch, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.254000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 52.392212, m, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 57709438, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 129192882, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1.304000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 54.037170, m, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 21683303, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 63231039, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.259000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 49.882019, m, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 56739699, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 129949240, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1.303000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 53.714478, m, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 21726247, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 63074264, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.255000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 51.427002, m, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 56676807, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 129535923, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1.302000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 54.044861, m, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 21800929, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 63453699, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.250000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 51.334351, m, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 56594615, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 128885945, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1.316000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 54.833923, m, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 21885223, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 62828431, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.287000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 51.931396, m, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 56594600, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 128959286, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1.314000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 54.405823, m, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 21560561, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 62388526, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.261000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 51.577087, m, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 57133558, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 129485275, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1.295000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 54.723450, m, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 21491555, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 62214572, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.289000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 51.851013, m, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 56904391, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 129373587, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1.308000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 57.164368, m, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 21771675, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 63957513, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.251000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 51.221069, m, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 56614167, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 128062344, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1.289000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 55.228027, m, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 21513568, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 62146205, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.256000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 51.557861, m, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 56444268, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 128731560, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 1.310000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Device to Host, 2048, 53.158630, m, N, Energy, Memory Allocator, , Joules, 
CUDA Device to Host, 2048, 21832562, m, N, L3 Cache Misses, Memory Allocator, , , 
CUDA Device to Host, 2048, 63002266, m, N, L2 Cache Misses, Memory Allocator, , , 
CUDA Host to Device, 2048, 1.251000, m, N, Time, Memory Allocator, , Seconds, 
CUDA Host to Device, 2048, 51.033691, m, N, Energy, Memory Allocator, , Joules, 
CUDA Host to Device, 2048, 56741702, m, N, L3 Cache Misses, Memory Allocator, , , 
